species,decimalLatitude,decimalLongitude,eventDate,scientificName,phylum,class,order,family,genus
Porites mannarensis,8.5,79.0,1969-07-02T12:00:00Z,Porites mannarensis,Cnidaria,Hexacorallia,Scleractinia,Poritidae,Porites
Amphioplus (Lymanella) depressus,12.85033333,74.49516667,2014-09-27,Amphioplus (Lymanella) depressus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus
Dipsastraea speciosa,8.27000045776,73.0599975586,,Dipsastraea speciosa,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Dipsastraea
Prionospio cirrifera,9.835666667,75.57566667,2003/2004,Prionospio cirrifera,Annelida,Polychaeta,Spionida,Spionidae,Prionospio
Rhinecanthus rectangulus,11.0,72.5,,Rhinecanthus rectangulus,Chordata,Teleostei,Tetraodontiformes,Balistidae,Rhinecanthus
Parachaeturichthys polynema,18.933,72.85,,Parachaeturichthys polynema,Chordata,Teleostei,Gobiiformes,Gobiidae,Parachaeturichthys
Sargassum tenerrimum,8.28,73.02,2000-09,Sargassum tenerrimum,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum
Pavona xarifae,10.0,93.0,,Pavona xarifae,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona
Pleuromamma abdominalis,15.7667,73.3833,1967-06-26T02:19:48Z,Pleuromamma abdominalis,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma
Acrocalanus gibber,20.8333,68.55,1976-10-08T07:00:00Z,Acrocalanus gibber,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus
Sigambra constricta,20.43472222,70.80083333,1998/2001,Sigambra constricta,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra
Padina tetrastromatica,15.7166700363,73.6999969482,1887-07-02T12:00:00Z,Padina tetrastromatica,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina
Dipsastraea favus,10.58,72.59,1988/1989,Dipsastraea favus,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Dipsastraea
Clausocalanus furcatus,11.05,75.3167,1973-09-07T17:49:48Z,Clausocalanus furcatus,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Cosmocalanus darwinii,14.1833,72.0167,1973-09-02T20:00:00Z,Cosmocalanus darwinii darwinii,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus
Johnius carutta,16.98,82.29,1969/1980,Johnius carutta,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius
Ulva intestinalis,22.75,88.25,1820-07-02T00:00:00Z,Ulva intestinalis,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
Ophiuroglypha kinbergi,9.35,75.88,2010-05-14,Ophiuroglypha kinbergi,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha
Scolopsis vosmeri,8.383333333,76.98333333,2012-03-21,Scolopsis vosmeri,Chordata,Teleostei,Eupercaria incertae sedis,Nemipteridae,Scolopsis
Mesosagitta minima,15.0200004578,82.9499969482,,Mesosagitta minima,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta
Opistognathus nigromarginatus,11.983,79.833,,Opistognathus nigromarginatus,Chordata,Teleostei,Ovalentaria incertae sedis,Opistognathidae,Opistognathus
Hyporhamphus limbatus,11.8999996185,79.9000015259,1966-09-22T12:00:00Z,Hyporhamphus limbatus,Chordata,Teleostei,Beloniformes,Hemiramphidae,Hyporhamphus
Apiactis bengalensis,13.0699996948,80.3199996948,,Apiactis bengalensis,Cnidaria,Hexacorallia,Ceriantharia,Cerianthidae,Apiactis
Euprymna stenodactyla,8.9532,78.8867,2002/2011,Euprymna stenodactyla,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna
Ophiuroglypha kinbergi,10.50891667,75.52793333,2011-08-04,Ophiuroglypha kinbergi,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Ophiuroglypha
Eubleekeria splendens,19.7666664124,85.3333587646,,Eubleekeria splendens,Chordata,Teleostei,Acanthuriformes,Leiognathidae,Eubleekeria
Sigambra parva,16.6333332062,82.3000030518,1963-07-02T12:00:00Z,Sigambra parva,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra
Dentigloborotalia anfracta,15.5974,68.6069,1995-10-16,Dentigloborotalia anfracta,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Dentigloborotalia
Nannocalanus minor,20.9333,89.4,1971-06-26T17:00:00Z,Nannocalanus minor,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus
Lumbrineris latreilli,20.0,70.75,1999/2002,Lumbrineris latreilli,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris
Uvigerina hispidocostata,9.0292,72.8778,1972-03-10,Uvigerina hispidocostata,Foraminifera,Globothalamea,Rotaliida,Uvigerinidae,Uvigerina
Anchialina typica,21.0,69.25,2004-04,Anchialina typica,Arthropoda,Malacostraca,Mysida,Mysidae,Anchialina
Penaeus (Fenneropenaeus) indicus,21.7547521,89.2838353,2023-01-09,Penaeus (Fenneropenaeus) indicus,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus
Costoanachis semiplicata,26.6147,80.0361,,Costoanachis semiplicata,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Costoanachis
Coilia borneensis,19.9500007629,72.7667007446,1852-07-02T00:00:00Z,Coilia borneensis,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
Bathyuroconger vicinus,15.5667,72.9513,2006/2010,Bathyuroconger vicinus,Chordata,Teleostei,Anguilliformes,Congridae,Bathyuroconger
Colpomenia sinuosa,20.9,70.36667,1851,Colpomenia sinuosa,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia
Loxoconcha lilljeborgii,12.16666667,75.13611111,2007,Loxoconcha lilljeborgii,Arthropoda,Ostracoda,Podocopida,Loxoconchidae,Loxoconcha
Macrosetella gracilis,17.0,91.5167,1971-11-15T11:45:00Z,Macrosetella gracilis,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella
Cossura coasta,9.891388889,75.88611111,1998/2001,Cossura coasta,Annelida,Polychaeta,,Cossuridae,Cossura
Paracalanus denudatus,20.0833,68.8667,1976-10-08T13:00:00Z,Paracalanus denudatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Clausocalanus arcuicornis,18.15,70.3,1967-06-28T22:04:48Z,Clausocalanus arcuicornis,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Neonesidea woodwardiana,12.10944444,75.12166667,2007,Neonesidea woodwardiana,Arthropoda,Ostracoda,Podocopida,Bairdiidae,Neonesidea
Pleuromamma indica,22.45,68.2833,1969-09-24T10:25:12Z,Pleuromamma indica,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma
Tenuitellita parkerae,15.5974,68.6069,1995-10-16,Tenuitellita parkerae,Foraminifera,Globothalamea,Rotaliida,Candeinidae,Tenuitellita
Gerres filamentosus,17.621112,83.24002,,Gerres filamentosus,Chordata,Teleostei,Eupercaria incertae sedis,Gerreidae,Gerres
Nassula notata,19.766666,85.333336,1786,Nassula notata,Ciliophora,Nassophorea,Nassulida,Nassulidae,Nassula
Spirula spirula,27.58,88.45,1964-02-01,Spirula spirula,Mollusca,Cephalopoda,Spirulida,Spirulidae,Spirula
Lobophyllia corymbosa,10.94,72.29,1988/1989,Lobophyllia corymbosa,Cnidaria,Hexacorallia,Scleractinia,Lobophylliidae,Lobophyllia
Muraenesox cinereus,18.975,72.825836,1775,Muraenesox cinereus,Chordata,Teleostei,Anguilliformes,Muraenesocidae,Muraenesox
Lagocephalus lunaris,20.3167,86.75,1801,Lagocephalus lunaris,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Lagocephalus
Alepes kleinii,21.9442127684078,88.8980217778187,,Alepes kleinii,Chordata,Teleostei,Carangiformes,Carangidae,Alepes
Plagiostomum sulphureum,15.0,90.0,1882,Plagiostomum sulphureum,Platyhelminthes,,Prolecithophora,Plagiostomidae,Plagiostomum
Rhynchorhamphus georgii,9.773,78.8285,1983,Rhynchorhamphus georgii,Chordata,Teleostei,Beloniformes,Hemiramphidae,Rhynchorhamphus
Heteropneustes fossilis,13.39,80.34,2011,Heteropneustes fossilis,Chordata,Teleostei,Siluriformes,Heteropneustidae,Heteropneustes
Sphyraena forsteri,21.9442127684078,88.8980217778187,,Sphyraena forsteri,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena
Stylopoma informata,34.266667,76.35,1963-06-14,Stylopoma informata,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Stylopoma
Lepturacanthus savala,18.80833333,72.625,,Lepturacanthus savala,Chordata,Teleostei,Scombriformes,Trichiuridae,Lepturacanthus
Aidanosagitta regularis,14.25,91.83,1959/1965,Aidanosagitta regularis,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Microsetella rosea,8.8333,74.95,1973-09-09T18:49:48Z,Microsetella rosea,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella
Nectamia savayensis,11.0,72.5,,Nectamia savayensis,Chordata,Teleostei,Kurtiformes,Apogonidae,Nectamia
Caulerpa mexicana,16.293368130974,84.102718975153,1996,Caulerpa mexicana f. pectinata,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Culcita schmideliana,11.0,72.5,1805,Culcita schmideliana,Echinodermata,Asteroidea,Valvatida,Oreasteridae,Culcita
Nassarius ecstilbus,10.0,93.0,1908,Nassarius ecstilbus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius
Acrocalanus gibber,20.3333,89.4167,1971-11-23T09:49:48Z,Acrocalanus gibber,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus
Prorhynchonema warwicki,8.75,76.63333333,2005/2006,Prorhynchonema warwicki,Nematoda,Chromadorea,Monhysterida,Xyalidae,Prorhynchonema
Chirocentrus dorab,8.5670003891,81.2170028687,,Chirocentrus dorab,Chordata,Teleostei,Clupeiformes,Chirocentridae,Chirocentrus
Platyconchoecia prosadene,9.94999980927,95.0500030518,,Platyconchoecia prosadene,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Platyconchoecia
Brachirus orientalis,10.0,93.0,1801,Brachirus orientalis,Chordata,Teleostei,Pleuronectiformes,Soleidae,Brachirus
Haplosplanchnus caudatus,15.0,90.0,1939-07-02T12:00:00Z,Haplosplanchnus caudatus,Platyhelminthes,Trematoda,Plagiorchiida,Haplosplanchnidae,Haplosplanchnus
Emarginella planulata,15.0,90.0,1852,Emarginella planulata,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Emarginella
Perna viridis,23.0,72.0,,Perna viridis,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna
Ulva clathrata,21.633333,69.6,1830,Ulva clathrata,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
Leveillea jungermannioides,10.5666666031,72.6166687012,1855-07-02T12:00:00Z,Leveillea jungermannioides,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Leveillea
Epigonus pandionis,12.4779,73.2697,1998/2007,Epigonus pandionis,Chordata,Teleostei,Acropomatiformes,Epigonidae,Epigonus
Actinopyga echinites,10.0,93.0,1833-07-02T12:00:00Z,Actinopyga echinites,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Actinopyga
Glaucostegus granulatus,21.703926,89.2610127,2023-01-09,Glaucostegus granulatus,Chordata,Elasmobranchii,Rhinopristiformes,Glaucostegidae,Glaucostegus
Zonosagitta bedoti,10.5,95.0,,Zonosagitta bedoti,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Zonosagitta
Ablennes hians,18.7000007629,72.6999969482,1966-09-10T12:00:00Z,Ablennes hians,Chordata,Teleostei,Beloniformes,Belonidae,Ablennes
Pitar inflatus,10.0,93.0,1851,Pitar inflatus,Mollusca,Bivalvia,Venerida,Veneridae,Pitar
Nemipterus peronii,11.983,80.0,,Nemipterus peronii,Chordata,Teleostei,Eupercaria incertae sedis,Nemipteridae,Nemipterus
Nannocalanus minor,20.35,70.2333,1969-09-26T18:49:48Z,Nannocalanus minor,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus
Heterandria formosa,31.00501,85.04121,,Heterandria formosa,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Heterandria
Temnopleurus toreumaticus,8.9532,78.8867,2002/2011,Temnopleurus toreumaticus,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Temnopleurus
Aidanosagitta regularis,13.6700000763,71.1500015259,,Aidanosagitta regularis,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Mammilla melanostoma,15.12,94.83,1963-04-01,Mammilla melanostoma,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Mammilla
Coilia ramcarati,21.827841,89.1954232,2023-01-08,Coilia ramcarati,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
Oliva oliva,13.073921,80.417272,,Oliva oliva,Mollusca,Gastropoda,Neogastropoda,Olividae,Oliva
Acartia (Acartiura) clausii,17.0,91.5167,1971-11-15T11:45:00Z,Acartia (Acartiura) clausii,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Indotellina chariessa,11.0,72.5,,Indotellina chariessa,Mollusca,Bivalvia,Cardiida,Tellinidae,Indotellina
Temora turbinata,21.0667,89.1,1971-06-26T08:10:12Z,Temora turbinata,Arthropoda,Copepoda,Calanoida,Temoridae,Temora
Eggerella bradyi,9.0292,72.8778,1972-03-10,Eggerella bradyi,Foraminifera,Globothalamea,Textulariida,Eggerellidae,Eggerella
Chaetoceros affinis,14.0167,74.4532,2005/2006,Chaetoceros affinis,Heterokontophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros
Caligus hirsutus,18.9750003815,72.8258361816,1898-07-02T12:00:00Z,Caligus hirsutus,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus
Pseudoceratina purpurea,11.2333335876,72.7833328247,,Pseudoceratina purpurea,Porifera,Demospongiae,Verongiida,Pseudoceratinidae,Pseudoceratina
Soestia zonaria,13.092499733,80.2944412231,1774-07-02T12:00:00Z,Soestia zonaria,Chordata,Thaliacea,Salpida,Salpidae,Soestia
Nassarius dorsatus,11.35,79.83333333,2010-02-01/2011-01-30,Nassarius dorsatus,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius
Bursatella leachii,9.25,79.21667,1817,Bursatella leachii,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Bursatella
Pinna muricata,8.27,73.03,1999/2001,Pinna muricata,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna
Thryssa mystax,8.6626,78.3192,2007/2008,Thryssa mystax,Chordata,Teleostei,Clupeiformes,Engraulidae,Thryssa
Comatella stelligera,11.1166667938,92.8166656494,1880-07-02T00:00:00Z,Comatella stelligera,Echinodermata,Crinoidea,Comatulida,Comatulidae,Comatella
Pomacanthus annularis,8.89999961853,79.4000015259,1969-03-03T12:00:00Z,Pomacanthus annularis,Chordata,Teleostei,Acanthuriformes,Pomacanthidae,Pomacanthus
Gracilaria debilis,8.78333282471,78.1333312988,1932-07-02T00:00:00Z,Gracilaria debilis,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria
Umbellula spicata,9.4928,75.6333,,Umbellula spicata,Cnidaria,Octocorallia,Scleralcyonacea,Umbellulidae,Umbellula
Oithona brevicornis,16.25,73.6666641235,,Oithona brevicornis,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Oithona
Malacoceros indicus,20.0,70.75,1999/2002,Malacoceros indicus,Annelida,Polychaeta,Spionida,Spionidae,Malacoceros
Johnius belangerii,18.933,72.85,,Johnius belangerii,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius
Alepes djedaba,19.95,72.7667,1775,Alepes djedaba,Chordata,Teleostei,Carangiformes,Carangidae,Alepes
Acanthurus bariene,8.6626,78.3192,2007/2008,Acanthurus bariene,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Acanthurus
Netuma thalassina,11.0,76.0,,Netuma thalassina,Chordata,Teleostei,Siluriformes,Ariidae,Netuma
Glossogobius giuris,22.6000003815,69.5,,Glossogobius giuris,Chordata,Teleostei,Gobiiformes,Gobiidae,Glossogobius
Haliclona (Reniera) topsenti,22.6000003815,69.5,,Haliclona (Reniera) topsenti,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona
Proceroecia procera,20.4799995422,70.0699996948,,Proceroecia procera,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Proceroecia
Kirkegaardia dorsobranchialis,8.991533333,75.9889,2009-06-03,Kirkegaardia dorsobranchialis,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia
Antropora minor,11.33666667,75.36305556,1999/2000,Antropora minor,Bryozoa,Gymnolaemata,Cheilostomatida,Antroporidae,Antropora
Mesosagitta minima,13.8299999237,92.2799987793,,Mesosagitta minima,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Mesosagitta
Marinobacter lutaoensis,22.7443,69.955,2017-01-01,Marinobacter lutaoensis,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter
Naso lituratus,11.0,72.5,1801-07-02T12:00:00Z,Naso lituratus,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Naso
Heterometra reynaudi,8.8,78.17,1932,Heterometra reynaudi,Echinodermata,Crinoidea,Comatulida,Himerometridae,Heterometra
Xenentodon cancila,28.653412,77.263016,1966,Xenentodon cancila,Chordata,Teleostei,Beloniformes,Belonidae,Xenentodon
Iyengaria stellata,21.966667,70.5,1939,Iyengaria stellata,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Iyengaria
Parupeneus barberinus,10.0,93.0,1801-07-02T12:00:00Z,Parupeneus barberinus,Chordata,Teleostei,Mulliformes,Mullidae,Parupeneus
Bankia carinata,16.633333,82.3,1827,Bankia carinata,Mollusca,Bivalvia,Myida,Teredinidae,Bankia
Neogloboquadrina pachyderma,9.133,90.033,1969-05-12,Neogloboquadrina pachyderma,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina
Tylosurus crocodilus,24.66394,81.37891,,Tylosurus crocodilus,Chordata,Teleostei,Beloniformes,Belonidae,Tylosurus
Conchoecilla daphnoides,9.05000019073,73.3300018311,,Conchoecilla daphnoides,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecilla
Parapholas quadrizonata,12.5,92.75,,Parapholas quadrizonata,Mollusca,Bivalvia,Myida,Pholadidae,Parapholas
Stenella longirostris,8.23,76.49816667,2020-02-29,Stenella longirostris,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Stenella
Microsetella rosea,20.5,87.45,1971-11-24T12:00:00Z,Microsetella rosea,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella
Aluterus scriptus,11.0,72.5,1765,Aluterus scriptus,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Aluterus
Cleistogamia holothuriana,10.0,95.0,1927-07-02T12:00:00Z,Cleistogamia holothuriana,Platyhelminthes,,Rhabdocoela,Umagillidae,Cleistogamia
Neomoelleria cornuta,14.5597,72.58,2000/2002,Neomoelleria cornuta,Heterokontophyta,Bacillariophyceae,,,Neomoelleria
Paracyathus profundus,8.5,79.0,1889-07-02T12:00:00Z,Paracyathus profundus,Cnidaria,Hexacorallia,Scleractinia,Caryophylliidae,Paracyathus
Arakawania granulata,32.68,72.65,1963-09,Arakawania granulata,Mollusca,Gastropoda,Neogastropoda,Muricidae,Arakawania
Strongylura strongylura,19.083009,72.825265,,Strongylura strongylura,Chordata,Teleostei,Beloniformes,Belonidae,Strongylura
Dasybranchus caducus,9.936483333,75.84293333,2009-08-08,Dasybranchus caducus,Annelida,Polychaeta,,Capitellidae,Dasybranchus
Clausocalanus arcuicornis,12.1167,73.2,1973-09-06T10:00:00Z,Clausocalanus arcuicornis,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Caloneis permagna,8.866944444,76.57388889,2006/2008,Caloneis permagna,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Caloneis
Goniada emerita,16.98,82.29,2007-01,Goniada emerita,Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada
Platanista gangetica,25.268485,87.225652,2008-03-05,Platanista gangetica,Chordata,Mammalia,Cetartiodactyla,Platanistidae,Platanista
Sphyraena barracuda,15.0,90.0,1792-07-02T00:00:00Z,Sphyraena barracuda,Chordata,Teleostei,Carangaria incertae sedis,Sphyraenidae,Sphyraena
Euchaeta concinna,20.0333,91.6,1971-11-20T08:25:12Z,Euchaeta concinna,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
Hydrolithon krusadiense,8.5,79.0,1987-07-02T12:00:00Z,Hydrolithon krusadiense,Rhodophyta,Florideophyceae,Corallinales,Hydrolithaceae,Hydrolithon
Lambis crocata,10.86,72.15,1988/1989,Lambis crocata,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Lambis
Paraprionospio pinnata,9.835666667,75.57566667,2007,Paraprionospio pinnata,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio
Serratosagitta pacifica,9.0,75.3300018311,,Serratosagitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Serratosagitta
Neomonoceratina iniqua,12.03222222,75.0475,2007,Neomonoceratina iniqua,Arthropoda,Ostracoda,Podocopida,Cytheridae,Neomonoceratina
Cyphastrea serailia,22.6000003815,69.5,1775-07-02T12:00:00Z,Cyphastrea serailia,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Cyphastrea
Capitella capitata,9.24,79.23,2006/2007,Capitella capitata,Annelida,Polychaeta,,Capitellidae,Capitella
Pantala flavescens,10.0,93.0,1780-07-02T00:00:00Z,Pantala flavescens,Arthropoda,Hexapoda,Odonata,Libellulidae,Pantala
Laonice cirrata,10.68,92.31,2009-01-10,Laonice cirrata,Annelida,Polychaeta,Spionida,Spionidae,Laonice
Diogenes investigatoris,19.7666664124,85.3333358765,1905-07-02T12:00:00Z,Diogenes investigatoris,Arthropoda,Malacostraca,Decapoda,Diogenidae,Diogenes
Subeucalanus subcrassus,14.75,73.35,1973-09-01T17:19:48Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Caranx sexfasciatus,8.997236,79.90103,1969-07-27,Caranx sexfasciatus,Chordata,Teleostei,Carangiformes,Carangidae,Caranx
Caulerpa racemosa,22.233334,68.96667,1906,Caulerpa racemosa f. laxa,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Ctenochaetus binotatus,8.383333,79.73333,1955,Ctenochaetus binotatus,Chordata,Teleostei,Acanthuriformes,Acanthuridae,Ctenochaetus
Tripos contortus,11.38616667,74.80616667,2006/2008,Tripos contortus,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos
Platygyra acuta,10.0,93.0,2000-07-02T00:00:00Z,Platygyra acuta,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Platygyra
Cerithium atratum,26.6147,80.0361,,Cerithium atratum,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Cerithiidae,Cerithium
Johnius plagiostoma,15.3000001907,96.4000015259,1963-03-31T13:30:00Z,Johnius plagiostoma,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Johnius
Globorotalia hirsuta,9.0292,72.8778,1972-03-10,Globorotalia hirsuta,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Discoconchoecia elegans,15.0,73.6699981689,,Discoconchoecia elegans,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Discoconchoecia
Oliveragemmula gilchristi,15.1300001144,94.0500030518,1963-07-02T12:00:00Z,Oliveragemmula gilchristi,Mollusca,Gastropoda,Neogastropoda,Turridae,Oliveragemmula
Siriella gracilis,9.383333,75.03333,1852,Siriella gracilis,Arthropoda,Malacostraca,Mysida,Mysidae,Siriella
Scatophagus argus,21.7039313,89.2610014,2023-01-09,Scatophagus argus,Chordata,Teleostei,Acanthuriformes,Scatophagidae,Scatophagus
Butis koilomatodon,12.5,92.75,1849,Butis koilomatodon,Chordata,Teleostei,Gobiiformes,Eleotridae,Butis
Oncaea venusta,12.7743,74.5452,2017-12-25,Oncaea venusta,Arthropoda,Copepoda,Cyclopoida,Oncaeidae,Oncaea
Oceanapia fistulosa,9.0864,78.4956,2017/2020,Oceanapia fistulosa,Porifera,Demospongiae,Haplosclerida,Phloeodictyidae,Oceanapia
